scenario,day_key,day,case,axis,variation,vre_share,vre_scale_factor,vre_share_annual,vre_share_day,vpl_mwh,vpl_mode,dc_flex,window_scale,reserve_from_flex,load_mwh,solver,mip_gap,time_milp_s,time_lp_s,objective_milp,cost_total,cost_fuel,cost_startup,cost_shutdown,cost_curtail_penalty,cost_migration,cost_degradation,cost_other,vre_available_mwh,vre_dispatched_mwh,curtailment_mwh,curtailment_pct,startups_total,startups_coal,startups_ng,startups_nuclear,startups_oil,frus_mean_mw,frds_mean_mw,frus_system_mean_mw,frds_system_mean_mw,pmin_mwh,pmin_unit_hours,online_unit_hours,corridor_limit_mw,corridor_flow_mean_mw,corridor_flow_max_mw,corridor_congested_hours,corridor_utilization,lmp_up_mean,lmp_down_mean,lmp_spread_mean,lmp_spread_max,lmp_spread_congested_mean,vpl_virtual_capacity_mw,vpl_virtual_mwh,vpl_cycles_up,vpl_cycles_down,vpl_throughput_mwh,vpl_hours_vtl,vpl_hours_arbitrage,vdc_energy_it_mwh,vdc_energy_elec_mwh,vdc_spatial_shift_mwh,vdc_spatial_shift_pct,vdc_temporal_shift_mwh,vdc_temporal_shift_pct,vdc_mean_delay_h,vdc_completion_min,vdc_site_cap_violation_mw,co2_t,co2_t_coal,co2_t_ng,co2_t_nuclear,co2_t_oil,gen_mwh_csp,gen_mwh_coal,gen_mwh_gas_cc,gen_mwh_gas_ct,gen_mwh_hydro,gen_mwh_nuclear,gen_mwh_oil_ct,gen_mwh_oil_st,gen_mwh_solar_pv,gen_mwh_solar_rtpv,gen_mwh_wind
solar_ramp__A__f08,solar_ramp,2020-01-14,A,dc_flex,f08,0.5,1.2511,0.5,0.8518,800.0,emergent,0.8,1.0,False,119163.10998009998,gurobi,0.0004485892131369,21.4,2.8,1370133.271074036,1370133.271074034,1179533.3160840117,196740.74315400005,0.0,-6140.788163974292,0.0,0.0,-3.2596290111541752e-09,93416.61376822488,61407.88163974292,32008.732128481966,34.264496257484296,15.0,0.0,7.0,0.0,8.0,61.72002573872617,31.453925696152425,1164.9654858184565,593.692847514877,25942.0,296,453,500.0,314.42118908693334,500.0,8,0.7569386496809869,9.917710822118345,15.194085683586485,5.276374861468141,25.228024899334567,17.06818282698946,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,36755.75388549505,31163.4648003898,5528.463102451808,0.0,63.82598265344001,1650.162419219659,30875.60872233985,14753.0196180172,0.0,2581.6,9540.0,80.0,0.0,9989.412265304383,4405.938840480819,45362.36811473805
solar_ramp__A__hist,solar_ramp,2020-01-14,A,history,hist,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0007424502151114,1824.9,13.1,1399367.4326600477,1399367.4335171308,1180503.492588055,225253.147176,0.0,-6389.206246922681,0.0,0.0,-1.629814505577087e-09,93416.61376822488,63892.0624692268,29524.55129899808,31.60524676290577,25.0,0.0,8.0,0.0,17.0,55.72111405228444,38.57421764304725,944.9372258033236,654.154440863343,21746.0,241,407,500.0,347.8188534463959,500.0,9,0.7521610927122271,11.84737808263796,16.270068071270245,4.422689988632288,24.079341858324195,13.098576978918905,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,34013.43022145175,27334.02426170395,6515.946498489559,0.0,163.45946125824,1650.162419219659,27411.64279373979,17450.06378698044,0.0,2581.6,9544.0,200.0,0.0,10790.928521302829,4275.684545778076,47175.28698292625
solar_ramp__A__native,solar_ramp,2020-01-14,A,baseline,native,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.72198929332,gurobi,0.000488462184471,20.7,1.1,1397307.6325579667,1397307.6325579633,1206715.159102359,196844.237154,0.0,-6251.763698392772,0.0,0.0,-3.259629011154175e-09,93416.61376822488,62517.63698392771,30898.97678429717,33.076532682891234,17.0,0.0,7.0,0.0,10.0,63.11326437808782,29.970176482127243,1222.8194973254515,580.6721693412152,25234.0,304,465,500.0,323.8481010632747,500.0,11,0.7964274823935079,16.38736548802872,19.965969841731063,3.578604353702345,64.49077296824332,14.571794854343665,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,36553.45525770163,30405.30239875733,6034.658979225376,0.0,113.49387971892138,1086.897268798658,30122.19430938084,16158.611351972731,0.0,2581.6,9560.0,139.32640283559675,0.0,9077.723505589449,3188.080971571773,49164.93523796783
solar_ramp__A__prevday,solar_ramp_prev,2020-01-13,A,history,prevday,0.5,1.2511,0.5,0.7179,800.0,emergent,0.5,1.0,False,118296.84937562353,gurobi,0.0003489368350268,27.3,4.6,977898.7142472272,977898.714247226,978338.6250117414,6286.198428000001,0.0,-6726.109192514658,0.0,0.0,-5.820766091346741e-10,76792.40946915495,67261.09192514658,9531.31754400836,12.41179643912174,13.0,0.0,1.0,0.0,12.0,61.17527086286201,26.670351256953666,1106.2528147700878,482.2888518965788,20936.0,275,434,500.0,348.9966297883123,480.667056443134,0,0.6979932595766246,20.252542394184577,17.95128066365551,-2.3012617305290672,5.681436310695432,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,34589.189491549696,32059.93303286797,2449.6228311156383,0.0,79.63362756608001,1913.262613883718,31776.54907694975,6465.574743267111,136.80862530103497,3051.6000000000004,9572.0,96.0,0.0,13000.206118162732,6778.8021624714165,45568.82103062872
solar_ramp__A__vre30,solar_ramp,2020-01-14,A,vre_share,vre30,0.3,0.7506,0.3,0.5111,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004999884317319,1744.5,72.5,1640777.058278478,1640777.0582784738,1504971.5085180178,140854.36911,0.0,-5048.819349539706,0.0,0.0,-4.423782229423523e-09,56049.96826093493,50488.193495397056,5561.774765537874,9.922886556591072,17.0,0.0,5.0,0.0,12.0,57.1580008436553,38.4669991563447,1257.4760185604166,846.2739814395833,25122.0,304,528,500.0,230.94085890923952,461.7496994105159,0,0.5694826002755181,19.2480962362161,17.705756670101923,-1.542339566114179,5.732150131672562,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,45796.72381874345,37902.48400086645,7709.835873024512,0.0,184.40394485248,990.0974515317952,37457.529222572,20741.046331978,0.0,2581.6,9572.0,224.0,0.0,7808.583371593877,3967.8211668323847,37721.691505439
solar_ramp__A__vre70,solar_ramp,2020-01-14,A,vre_share,vre70,0.7,1.7515,0.7,1.1926,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.000977302390534,1810.6,59.4,1294338.4885539324,1294338.489300064,1126246.698910608,174669.77856,0.0,-6577.98817054491,0.0,0.0,9.313225746154783e-10,130783.2592755148,65779.8817054491,65003.37757006572,49.70313320692385,21.0,0.0,7.0,0.0,14.0,60.71197305773156,28.705570801917563,1153.5274880968998,545.4058452364336,26486.0,317,456,500.0,318.57491575586465,500.0,10,0.7462999734558038,7.5189823832435,14.276555540612224,6.757573157368725,27.25840473150564,16.58458033041476,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,35205.2290998949,30097.20652120612,4963.9977565498975,0.0,144.02482213888,2173.426604620476,29821.55644096833,13142.18384470608,66.0,2581.6,9532.0,176.0,0.0,11480.659750539517,5348.272768330606,46777.522581958496
solar_ramp__A__w05,solar_ramp,2020-01-14,A,window_scale,w05,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,0.5,False,119417.15203766488,gurobi,0.000583679657578,1811.7,26.2,1375211.9635372122,1375211.9645814924,1179117.940798989,202250.736582,0.0,-6156.712799495108,0.0,0.0,-1.629814505577087e-09,93416.61376822488,61567.12799495106,31849.485773273816,34.09402727045458,13.0,0.0,8.0,0.0,5.0,61.9276628764661,31.74595131422126,1163.7239982202589,596.5593351130747,25916.0,292,451,500.0,306.5906412791678,500.0,7,0.7349621955982111,10.120816926682904,15.397191788151048,5.276374861468143,25.22802489933456,19.50649465941652,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,36789.45631142433,31175.754221860643,5581.932941332003,0.0,31.76914823168,1650.162419219659,30887.47899603724,14789.892451461452,86.05259521510601,2581.6,9540.0,40.0,0.0,9466.73305458268,4565.416846746521,45884.81567440221
solar_ramp__A__w20,solar_ramp,2020-01-14,A,window_scale,w20,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,2.0,False,120915.245226937,gurobi,0.000499706795897,205.1,1.4,1399505.1765918364,1399505.176591833,1208684.267219978,197051.225154,0.0,-6230.31578214154,0.0,0.0,-3.2596290111541752e-09,93416.61376822488,62303.157821415385,31113.455946809496,33.30612692085459,21.0,0.0,7.0,0.0,14.0,59.57855270836904,32.04386108473442,1151.852019028468,619.5146476381988,25132.0,298,464,500.0,331.14904843898256,500.0,11,0.798387941066973,8.865875105762319,15.260463815532612,6.394588709770294,26.68481151611053,14.531784973857569,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,,0.0,37303.15456146377,31465.271995445943,5708.549189597984,0.0,129.33337641984,1256.47213462111,31174.303748875183,15240.047794441583,0.0,2581.6,9544.0,160.0,0.0,8681.882440624553,1761.2517758409044,50603.55147032881
solar_ramp__B__base,solar_ramp,2020-01-14,B,base,base,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004997810965867,9.6,1.0,1313140.0989605342,1313140.0989605314,1147558.7265279775,168538.821132,0.0,-6449.779887568152,0.0,3492.331188124588,-2.7939677238464355e-09,93416.61376822488,64497.79887568152,28918.81489254337,30.95682205340218,11.0,0.0,6.0,0.0,5.0,59.54599798217281,32.6054626919845,1104.082045919454,604.5596207472125,23764.0,282,445,500.0,352.8696173978663,500.0,13,0.777534324347679,8.756778236322871,16.05379225709493,7.2970140207720595,24.405242102813368,13.798782448114856,13.076923076923078,170.00000000000003,1.0482525468485786,1.1344544457292889,1746.165594062294,,,0.0,0.0,0.0,,0.0,,,,0.0,36670.24812836985,31666.242004186806,4946.571071372807,0.0,57.43505281024,1505.6907928557785,31389.676725642785,13304.93667381358,0.0,2581.6,9544.81749847674,72.0,0.0,9398.782736425164,4709.070541904937,48884.25480449563
solar_ramp__B__dedicated,solar_ramp,2020-01-14,B,vpl_mode,dedicated,0.5,1.2511,0.5,0.8518,800.0,dedicated,0.5,1.0,False,121001.7219911235,gurobi,0.0003475752887741,30.8,2.2,1346627.6402148444,1346627.640214841,1181119.732714875,168642.315132,0.0,-6309.534745197584,0.0,3175.1271131668623,-3.026798367500305e-09,93416.61376822488,63095.34745197583,30321.266316249057,32.45810899491485,13.0,0.0,6.0,0.0,7.0,60.59562844084573,30.911605601707468,1186.6643902998956,605.3522763667712,24168.05405594938,299,470,500.0,357.99268207885416,500.0,12,0.7195119546317845,15.063904368228837,17.339480527290075,2.27557615906124,23.475996147793648,3.722320637973029,19.898493002210174,238.78191602652208,0.921954445729289,1.0625,1587.5635565834311,21.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,38168.8522526747,33196.952040926815,4887.942001766445,0.0,83.95820998144,1396.868049016548,32879.05610641216,13128.50023039701,0.0,2581.6,9552.898295993344,104.0,0.0,10246.672761075366,4217.655167622095,47234.15147426182
solar_ramp__B__explicit,solar_ramp,2020-01-14,B,vpl_mode,explicit,0.5,1.2511,0.5,0.8518,800.0,explicit,0.5,1.0,False,121001.7219911235,gurobi,0.0002304580794494,14.6,1.2,1345949.1238134685,1345949.123813466,1180311.8610099002,168642.315132,0.0,-6319.920435480815,0.0,3314.8681070491366,-2.561137080192566e-09,93416.61376822488,63199.20435480814,30217.40941341673,32.346932943200954,13.0,0.0,6.0,0.0,7.0,60.79036634539217,30.716867697161025,1190.4780075972633,601.5386590694034,24564.0,300,470,500.0,356.1226916803608,500.0,13,0.7339465830222163,14.732319327527213,17.48038758477711,2.748068257249898,23.475996147793648,3.8655393064766943,22.658099981745217,294.5552997626878,0.7967925669057102,1.275,1657.4340535245683,9.0,14.0,0.0,0.0,0.0,,0.0,,,,0.0,38140.71043737526,33171.89015118388,4884.895170282264,0.0,83.92511590912,1566.4480223290234,32853.13375067651,13066.06378698044,0.0,2581.6,9549.730280008736,104.0,0.0,9611.610331829195,4218.284692319696,47802.86130833023
solar_ramp__B__f02,solar_ramp,2020-01-14,B,dc_flex,f02,0.5,1.2511,0.5,0.8518,800.0,emergent,0.2,1.0,False,122840.33400146116,gurobi,0.0003979027965509,16.6,3.5,1340494.4230354016,1340494.4230353974,1174673.8001678751,168745.809132,0.0,-6555.440490807895,0.0,3630.254226333725,-3.492459654808044e-09,93416.61376822488,65554.40490807894,27862.20886014594,29.82575340321649,15.0,0.0,6.0,0.0,9.0,57.32641140151,33.41455776148558,1084.424615678564,632.0920509881023,22304.0,283,454,500.0,362.1225828215799,500.0,12,0.7589377517308148,14.180892454942828,16.272206127257434,2.0913136723146084,22.588386016246368,4.5590009128600295,18.19305475129204,218.3166570155045,1.1344544457292889,1.1344544457292889,1815.1271131668625,,,0.0,0.0,0.0,,0.0,,,,0.0,37224.72695815946,32004.37958007865,5108.955923939363,0.0,111.39145414144,1523.8435951665838,31717.34914292932,13684.860080785134,0.0,2581.6,9560.0,136.0,0.0,9383.640190151073,5780.174514133843,48866.74660862744
solar_ramp__B__f08,solar_ramp,2020-01-14,B,dc_flex,f08,0.5,1.2511,0.5,0.8518,800.0,emergent,0.8,1.0,False,119163.10998009998,gurobi,0.0003969636084942,17.0,3.0,1286769.9796443805,1286769.9796443777,1121377.2754325112,168331.833132,0.0,-6356.232287182747,0.0,3417.1033670520565,-2.7939677238464355e-09,93416.61376822488,63562.32287182747,29854.29089639741,31.95822423029444,7.0,0.0,6.0,0.0,1.0,61.708440921315415,31.700733390611195,1121.03667673723,575.8966565961033,25272.0,284,436,500.0,332.5779603318922,500.0,14,0.8201108594514068,8.729385690140605,15.098046939580689,6.368661249440083,24.614697167788247,11.232324341831884,12.142857142857142,170.0,1.0012351586782464,1.1344544457292889,1708.5516835260282,,,0.0,0.0,0.0,,0.0,,,,0.0,36113.52297970228,31311.335230507422,4795.858653013086,0.0,6.32909618176,1426.8949001831525,31029.627253456136,12815.89250485034,0.0,2581.6,9536.0,8.0,0.0,8748.63581710004,3785.9263756210657,49600.86577892322
solar_ramp__B__hist,solar_ramp,2020-01-14,B,history,hist,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004547537879421,25.5,4.5,1289220.754121478,1289220.754198802,1095437.6676571432,196999.478154,0.0,-6699.608276969937,0.0,3483.2166646308256,-2.3283064365386963e-09,93416.61376822488,66996.08276969937,26420.53099852552,28.28247560340526,20.0,0.0,7.0,0.0,13.0,50.62961216894047,41.213616997726206,810.0737947030474,659.4178719636193,17528.0,215,384,500.0,349.99005824572754,500.0,12,0.8000687210716693,15.804063346646762,18.420241563807625,2.6161782171608645,23.947699603928804,5.739307526068868,27.534359704584457,330.41231645501347,1.00709108231747,1.1699193330767956,1741.6083323154128,,,0.0,0.0,0.0,,0.0,,,,0.0,33242.768452976205,27856.64956666804,5263.643820928317,0.0,122.47506537984,1623.7718236047049,27937.36267838316,14144.666248743702,0.0,2581.6,9560.0,152.0,0.0,10056.259250953182,5161.594690141299,50154.45700500018
solar_ramp__B__native,solar_ramp,2020-01-14,B,baseline,native,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.72198929332,gurobi,0.0004168771208187,28.3,1.3,1307806.2075440711,1307806.2080775409,1142085.1782515626,168694.062132,0.0,-6489.724675100269,0.0,3516.6923690836493,-5.122274160385132e-09,93416.61376822488,64897.24675100271,28519.367017222183,30.529223728855484,14.0,0.0,6.0,0.0,8.0,60.187484672545146,31.427247470312004,1123.4997138875092,586.6419527791574,22942.0,285,448,500.0,370.6029272562105,500.0,14,0.7904879919858789,7.664839813306941,16.16625508064877,8.501415267341828,28.878839423238865,14.712268037895202,22.55056555695817,315.7079177974143,1.0532978334305128,1.144634897246768,1758.3461845418246,,,0.0,0.0,0.0,,0.0,,,,0.0,36321.51197472494,31303.142010633142,4940.663340491152,0.0,77.70662360064,1487.657727937216,31016.0326684749,13233.374198224876,0.0,2581.6,9560.0,96.0,0.0,9336.66459265094,4167.0091744874935,49905.91525592705
solar_ramp__B__reson,solar_ramp,2020-01-14,B,reserve_from_flex,reson,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,True,121001.7219911235,gurobi,0.0004935827317102,11.2,1.2,1313140.0989605344,1313140.0989605335,1147558.7265279775,168538.82113199998,0.0,-6449.779887568156,0.0,3492.331188124588,-6.984919309616089e-10,93416.61376822488,64497.79887568155,28918.81489254333,30.956822053402146,11.0,0.0,6.0,0.0,5.0,59.54599798217281,32.6054626919845,1104.082045919454,604.5596207472125,23764.0,282,445,500.0,358.1530466901591,500.0,13,0.7826175859178166,8.756778236322878,16.053792257094937,7.29701402077206,24.405242102813386,13.798782448114856,13.076923076923078,170.00000000000003,1.0482525468485784,1.1344544457292889,1746.1655940622938,,,0.0,0.0,0.0,,0.0,,,,0.0,36670.24812836986,31666.24200418681,4946.571071372804,0.0,57.43505281024,1225.1784831793177,31389.676725642792,13304.936673813574,0.0,2581.6,9544.81749847674,72.0,0.0,9042.875929453498,4890.583010803405,49339.16145224533
solar_ramp__B__soc50,solar_ramp,2020-01-14,B,soc_initial,soc50,0.5,1.2511,0.5,0.8518,800.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004973796405186,9.9,1.2,1324408.0437774211,1324408.0437774202,1158758.3768989188,168538.82113199998,0.0,-6409.173232846955,0.0,3520.0189793491672,-9.313225746154783e-10,93416.61376822488,64091.732328469545,29324.881439755336,31.39150549014016,11.0,0.0,6.0,0.0,5.0,58.921547418601385,33.02577400997005,1099.868885147226,616.4811148527741,23782.0,287,448,500.0,353.1739432954432,500.0,15,0.774052507547273,8.904793756091765,16.019694950192772,7.114901194101004,22.632344226611767,11.657936697213255,35.918785219447706,538.7817782917156,0.7765346392285852,1.4234772228646444,1760.0094896745836,,,0.0,0.0,0.0,,0.0,,,,0.0,36885.62024029738,31754.187230195013,5073.997957292126,0.0,57.43505281024,1282.718203122166,31459.41661901785,13644.130137448725,0.0,2581.6,9544.0,72.0,0.0,9799.188653360332,5548.399693345593,47461.42577864146
solar_ramp__B__vpl100,solar_ramp,2020-01-14,B,vpl_size,vpl100,0.5,1.2511,0.5,0.8518,400.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004959081231933,43.4,4.1,1355053.6443059407,1355053.6443059377,1163241.5846606842,196378.514154,0.0,-6371.907420514903,0.0,1805.45291177081,-2.561137080192566e-09,93416.61376822488,63719.07420514902,29697.53956307585,31.79042609782256,8.0,0.0,7.0,0.0,1.0,62.6216254026948,34.62140060203333,1103.706147722496,610.2021856108375,23584.0,259,423,500.0,333.9408627998844,500.0,11,0.7865535481646384,8.676332194724955,16.358924200861,7.682592006136048,30.293529537899765,17.15145625089354,9.324532554369744,102.5698580980672,1.1223616939842236,1.1344544457292889,902.726455885405,,,0.0,0.0,0.0,,0.0,,,,0.0,36299.24384969596,30750.882795221336,5542.031958292858,0.0,6.32909618176,1149.734088902855,30587.089349604303,14798.07008849507,0.0,2581.6,9549.693016560726,8.0,0.0,9567.696825606849,3531.8157608198394,49469.82752981948
solar_ramp__B__vpl100_f02,solar_ramp,2020-01-14,B,vpl_x_fd,vpl100_f02,0.5,1.2511,0.5,0.8518,400.0,emergent,0.2,1.0,False,122840.33400146116,gurobi,0.0002119200593941,13.6,2.8,1382263.8013330342,1382263.8013330312,1190522.080693484,196378.514154,0.0,-6451.920627616777,0.0,1815.1271131668625,-3.026798367500305e-09,93416.61376822488,64519.20627616776,28897.40749205713,30.93390600065448,8.0,0.0,7.0,0.0,1.0,60.933672115012506,33.88569725435687,1127.272934127731,626.885399205602,23196.0,272,444,500.0,348.3215274003901,500.0,10,0.7931521251151262,14.349770675360142,16.214011142948163,1.8642404675880204,22.588386016246364,5.459918174134538,1.8316657015507305,18.316657015507303,1.1344544457292889,1.1344544457292889,907.5635565834313,,,0.0,0.0,0.0,,0.0,,,,0.0,37378.37004522461,31765.610399295965,5606.43054974689,0.0,6.32909618176,1420.143081864574,31479.069074548563,14926.18050638589,0.0,2581.6,9560.0,8.0,0.0,8799.748692314013,5119.361215814994,49179.953286174175
solar_ramp__B__vpl100_f08,solar_ramp,2020-01-14,B,vpl_x_fd,vpl100_f08,0.5,1.2511,0.5,0.8518,400.0,emergent,0.8,1.0,False,119163.10998009998,gurobi,0.0004934696365829,18.1,2.5,1326108.362031004,1326108.362031001,1156239.5614430185,174359.29656,0.0,-6245.592668028061,0.0,1755.0966960138012,-3.492459654808044e-09,93416.61376822488,62455.9266802806,30960.687087944283,33.14259192134771,15.0,0.0,7.0,0.0,8.0,58.88642209106536,31.68808340344013,1116.388418809781,600.753247856886,24920.0,295,455,500.0,355.2127349322764,500.0,12,0.7591711422248587,9.132203759136292,15.656120409170848,6.523916650034557,24.988028751077223,13.32508863888601,7.083333333333335,85.00000000000001,1.059416424287963,1.1344544457292889,877.5483480069006,,,0.0,0.0,0.0,,0.0,,,,0.0,36534.03456547259,31352.37797450981,5083.981758901331,0.0,97.67483206144,1245.9659063572813,31066.62188713149,13524.492938730727,108.96312270304192,2581.6,9536.0,120.0,0.0,8167.6292674972465,4110.725801698529,48931.60570472754
solar_ramp__B__vpl400,solar_ramp,2020-01-14,B,vpl_size,vpl400,0.5,1.2511,0.5,0.8518,1600.0,emergent,0.5,1.0,False,121001.7219911235,gurobi,0.0004739575076652,42.3,2.9,1234773.2210089704,1234773.22100897,1094210.485199883,140388.64611,0.0,-6654.900039124428,0.0,6828.9897382128975,-1.862645149230957e-09,93416.61376822488,66549.00039124426,26867.61337698061,28.761065396398983,8.0,0.0,5.0,0.0,3.0,59.05677361966297,32.16111628859391,1072.8647207572103,584.2602792427894,23396.0,279,436,500.0,316.5784992874043,500.0,9,0.7574520597835948,8.708331024474703,15.779614431946564,7.071283407471864,22.58838601624636,19.381144628452333,37.777777777777786,340.00000000000006,0.9996048474622417,1.1344544457292889,3414.4948691064487,,,0.0,0.0,0.0,,0.0,,,,0.0,36124.569919588845,31902.414924624994,4190.4476803936,0.0,31.70731457024,1650.162419219659,31612.864333868303,11357.382367958644,0.0,2581.6,9544.0,40.0,0.0,10946.58363322114,5518.024639726097,48434.229699077376
solar_ramp__B__vpl400_f02,solar_ramp,2020-01-14,B,vpl_x_fd,vpl400_f02,0.5,1.2511,0.5,0.8518,1600.0,emergent,0.2,1.0,False,122840.33400146116,gurobi,0.0004794137840924,30.6,2.9,1269458.230624115,1269458.2306241093,1128799.7052671125,140647.38111000002,0.0,-6714.479628694912,0.0,6725.623875695006,-3.259629011154175e-09,93416.61376822488,67144.79628694913,26271.81748127576,28.12328173921881,13.0,0.0,5.0,0.0,8.0,55.72056594117549,33.971568890285184,1033.1521601592956,629.8895065073712,20774.0,271,445,500.0,317.5588474311523,500.0,8,0.7509426372117629,22.838184272919893,21.78179436768851,-1.056389905231384,4.749387465763977,-1.1190815595628356,38.26412283829649,306.1129827063719,0.988482401233918,1.1132750599207712,3362.811937847503,,,0.0,0.0,0.0,,0.0,,,,0.0,36993.51538239558,32545.73540661899,4362.140935279949,0.0,85.63904049664,1650.162419219659,32254.282434588706,11822.344658287704,0.0,2581.6,9562.721063300494,104.0,0.0,11237.118972644465,6306.175408873958,47951.33948621104
